<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
DIOD;D;20101217;000000;32.8800000;33.2200000;32.5200000;32.7600000;14.932
DIOD;D;20101220;000000;32.7600000;32.8000000;32.5000000;32.8000000;5.839
DIOD;D;20101221;000000;32.7900000;32.8900000;32.5000000;32.8700000;3.084
DIOD;D;20101222;000000;32.8800000;32.9200000;32.5000000;32.7200000;7.480
DIOD;D;20101223;000000;32.7500000;32.8900000;32.5100000;32.6900000;1.707
DIOD;D;20101224;000000;32.7600000;32.7600000;32.4500000;32.6400000;1.646
DIOD;D;20101227;000000;32.7600000;32.7600000;32.2900000;32.4500000;2.622
DIOD;D;20101228;000000;32.7000000;32.7000000;32.2600000;32.5500000;1.384
DIOD;D;20101229;000000;32.7000000;32.7000000;32.0000000;32.4300000;4.000
DIOD;D;20101230;000000;32.4800000;32.9800000;32.0100000;32.8000000;55.073
DIOD;D;20110111;000000;32.8400000;33.0000000;32.6300000;32.8100000;4.720
DIOD;D;20110112;000000;32.7600000;32.9300000;32.2300000;32.4600000;10.581
DIOD;D;20110113;000000;32.5000000;32.5200000;31.7400000;32.3900000;7.288
DIOD;D;20110114;000000;32.4100000;32.8000000;32.0000000;32.5800000;12.996
DIOD;D;20110117;000000;32.4900000;33.1500000;32.0900000;32.4500000;20.482
DIOD;D;20110118;000000;32.5000000;32.9800000;32.2000000;32.6300000;30.914
DIOD;D;20110119;000000;32.7500000;32.7500000;31.9200000;32.1400000;25.846
DIOD;D;20110120;000000;32.3800000;32.3800000;32.0000000;32.3100000;3.079
DIOD;D;20110121;000000;32.3500000;32.4900000;32.0300000;32.3500000;6.075
DIOD;D;20110124;000000;32.3800000;32.4200000;32.0000000;32.0000000;13.550
DIOD;D;20110125;000000;32.2400000;32.9500000;32.0000000;32.8100000;163.117
DIOD;D;20110126;000000;32.6300000;32.9000000;32.2000000;32.3800000;25.502
DIOD;D;20110127;000000;32.3200000;32.3800000;32.0900000;32.2700000;2.229
DIOD;D;20110128;000000;32.3700000;32.6100000;32.0900000;32.3100000;23.997
DIOD;D;20110131;000000;32.1300000;35.0000000;32.0000000;32.8000000;134.836
DIOD;D;20110201;000000;32.6700000;33.0600000;32.2200000;32.3800000;20.754
DIOD;D;20110202;000000;32.4400000;32.4400000;31.9300000;32.1600000;28.236
DIOD;D;20110203;000000;32.1400000;32.1400000;31.9800000;32.0000000;19.635
DIOD;D;20110204;000000;32.1200000;32.1900000;30.6800000;31.8200000;52.237
DIOD;D;20110207;000000;31.0200000;31.6600000;30.9700000;31.4300000;12.211
DIOD;D;20110208;000000;31.2600000;31.2600000;30.2000000;30.9800000;12.221
DIOD;D;20110209;000000;31.0100000;31.4200000;30.5800000;31.2400000;2.040
DIOD;D;20110210;000000;31.2600000;31.4300000;30.4200000;30.6400000;5.161
DIOD;D;20110211;000000;30.6600000;31.2600000;30.0000000;31.1200000;14.351
DIOD;D;20110214;000000;30.8800000;31.5100000;30.2900000;31.0900000;9.175
DIOD;D;20110215;000000;31.0400000;31.3900000;30.2000000;30.5700000;10.825
