<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
DZRD;D;20110323;000000;1.221.1000000;1.295.9000000;1.221.1000000;1.232.2000000;67
DZRD;D;20110324;000000;1.231.8000000;1.400.0000000;1.231.8000000;1.300.0000000;100
DZRD;D;20110325;000000;1.270.2000000;1.393.8000000;1.265.1000000;1.300.1000000;54
DZRD;D;20110328;000000;1.300.0000000;1.300.0000000;1.212.2000000;1.284.6000000;107
DZRD;D;20110329;000000;1.297.1000000;1.297.1000000;1.220.1000000;1.295.0000000;22
DZRD;D;20110330;000000;1.297.0000000;1.299.1000000;1.223.1000000;1.288.9000000;35
DZRD;D;20110331;000000;1.230.1000000;1.320.0000000;1.230.1000000;1.320.0000000;40
DZRD;D;20110401;000000;1.320.0000000;1.387.0000000;1.262.1000000;1.383.8000000;10
DZRD;D;20110404;000000;1.399.5000000;1.399.5000000;1.301.1000000;1.394.7000000;18
DZRD;D;20110405;000000;1.394.6000000;1.394.6000000;1.235.7000000;1.389.9000000;21
DZRD;D;20110406;000000;1.384.9000000;1.384.9000000;1.300.0000000;1.382.7000000;8
DZRD;D;20110407;000000;1.382.0000000;1.382.0000000;1.270.3000000;1.327.4000000;16
DZRD;D;20110408;000000;1.235.3000000;1.320.0000000;1.152.0000000;1.320.0000000;88
DZRD;D;20110411;000000;1.320.0000000;1.320.0000000;1.221.0000000;1.250.0000000;54
DZRD;D;20110412;000000;1.200.1000000;1.274.9000000;1.180.0000000;1.211.2000000;319
DZRD;D;20110413;000000;1.210.0000000;1.740.3000000;1.210.0000000;1.740.3000000;1.102
DZRD;D;20110414;000000;1.900.0000000;2.189.0000000;1.400.1000000;1.550.0000000;1.788
DZRD;D;20110415;000000;1.540.0000000;1.700.0000000;1.465.0000000;1.589.4000000;328
DZRD;D;20110418;000000;1.500.0000000;1.743.0000000;1.355.1000000;1.493.9000000;298
DZRD;D;20110419;000000;1.351.5000000;1.524.0000000;1.302.0000000;1.401.0000000;93
DZRD;D;20110420;000000;1.425.3000000;1.500.0000000;1.333.0000000;1.400.0000000;101
DZRD;D;20110421;000000;1.450.0000000;1.948.0000000;1.450.0000000;1.800.0000000;977
DZRD;D;20110422;000000;1.899.8000000;2.200.0000000;1.540.0000000;1.565.0000000;1.600
DZRD;D;20110425;000000;1.674.9000000;1.838.0000000;1.555.0000000;1.695.0000000;768
DZRD;D;20110426;000000;1.713.0000000;1.749.7000000;1.605.6000000;1.611.0000000;168
DZRD;D;20110427;000000;1.694.8000000;1.930.5000000;1.600.0000000;1.734.9000000;378
DZRD;D;20110428;000000;1.943.6000000;2.060.0000000;1.700.3000000;1.898.9000000;513
DZRD;D;20110429;000000;1.890.1000000;2.099.9000000;1.656.3000000;1.711.9000000;625
DZRD;D;20110503;000000;1.641.1000000;1.813.0000000;1.601.2000000;1.697.8000000;234
DZRD;D;20110504;000000;1.579.0000000;1.631.8000000;1.502.0000000;1.600.0000000;170
DZRD;D;20110505;000000;1.512.0000000;1.550.0000000;1.205.5000000;1.293.9000000;293
DZRD;D;20110506;000000;1.255.1000000;1.649.9000000;1.255.0000000;1.302.0000000;909
DZRD;D;20110510;000000;1.397.5000000;1.463.5000000;1.280.0000000;1.329.7000000;214
DZRD;D;20110511;000000;1.306.0000000;1.348.0000000;1.200.0000000;1.290.0000000;72
DZRD;D;20110512;000000;1.230.0000000;1.430.0000000;1.210.0000000;1.311.6000000;170
DZRD;D;20110513;000000;1.215.3000000;1.268.8000000;1.130.0000000;1.247.0000000;500
DZRD;D;20110516;000000;1.201.1000000;1.289.9000000;1.200.0000000;1.289.9000000;32
DZRD;D;20110517;000000;1.299.8000000;1.299.8000000;1.130.0000000;1.174.6000000;251
DZRD;D;20110518;000000;1.218.0000000;1.382.9000000;1.150.0000000;1.170.0000000;448
DZRD;D;20110519;000000;1.175.1000000;1.334.5000000;1.175.1000000;1.299.7000000;208
DZRD;D;20110520;000000;1.235.1000000;1.375.0000000;1.200.0000000;1.300.0000000;386
DZRD;D;20110523;000000;1.300.1000000;1.750.0000000;1.224.2000000;1.499.4000000;1.269
DZRD;D;20110524;000000;1.539.7000000;1.593.9000000;1.309.9000000;1.350.0000000;503
DZRD;D;20110525;000000;1.378.9000000;1.485.0000000;1.307.2000000;1.320.1000000;256
DZRD;D;20110526;000000;1.337.4000000;1.520.0000000;1.275.0000000;1.330.4000000;411
DZRD;D;20110527;000000;1.350.0000000;1.388.9000000;1.330.2000000;1.333.0000000;43
DZRD;D;20110530;000000;1.300.0000000;1.439.0000000;1.300.0000000;1.355.3000000;190
DZRD;D;20110531;000000;1.366.1000000;1.414.0000000;1.334.0000000;1.380.0000000;194
DZRD;D;20110601;000000;1.350.3000000;1.448.8000000;1.301.9000000;1.360.1000000;145
DZRD;D;20110602;000000;1.381.6000000;1.904.1000000;1.300.0000000;1.539.9000000;2.363
DZRD;D;20110603;000000;1.570.1000000;1.630.0000000;1.450.0000000;1.546.3000000;480
DZRD;D;20110606;000000;1.571.5000000;1.635.6000000;1.471.1000000;1.531.1000000;234
DZRD;D;20110607;000000;1.645.7000000;1.645.7000000;1.500.1000000;1.562.2000000;67
DZRD;D;20110608;000000;1.600.0000000;1.600.0000000;1.401.6000000;1.546.9000000;531
DZRD;D;20110609;000000;1.578.0000000;1.578.0000000;1.455.3000000;1.500.0000000;136
DZRD;D;20110610;000000;1.509.7000000;1.579.0000000;1.450.0000000;1.470.2000000;207
DZRD;D;20110614;000000;1.498.9000000;1.532.3000000;1.450.1000000;1.469.9000000;59
DZRD;D;20110615;000000;1.499.8000000;1.514.9000000;1.400.0000000;1.498.5000000;148
DZRD;D;20110616;000000;1.479.9000000;1.479.9000000;1.375.0000000;1.422.4000000;86
DZRD;D;20110617;000000;1.436.4000000;1.489.7000000;1.401.4000000;1.403.3000000;17
DZRD;D;20110620;000000;1.468.2000000;1.480.0000000;1.380.0000000;1.480.0000000;250
DZRD;D;20110621;000000;1.401.5000000;1.469.9000000;1.401.3000000;1.458.4000000;147
DZRD;D;20110622;000000;1.458.5000000;1.458.5000000;1.400.0000000;1.405.1000000;66
DZRD;D;20110623;000000;1.380.1000000;1.389.9000000;1.311.0000000;1.311.0000000;94
DZRD;D;20110624;000000;1.348.0000000;1.386.2000000;1.311.1000000;1.367.7000000;14
DZRD;D;20110627;000000;1.312.5000000;1.315.0000000;1.312.5000000;1.315.0000000;2
DZRD;D;20110628;000000;1.336.9000000;1.420.0000000;1.336.9000000;1.400.0000000;86
DZRD;D;20110629;000000;1.449.9000000;1.449.9000000;1.370.5000000;1.377.4000000;19
DZRD;D;20110630;000000;1.449.8000000;1.449.8000000;1.300.0000000;1.338.8000000;86
DZRD;D;20110701;000000;1.275.0000000;1.359.5000000;1.275.0000000;1.337.6000000;42
DZRD;D;20110704;000000;1.331.9000000;1.448.2000000;1.331.9000000;1.410.4000000;95
DZRD;D;20110705;000000;1.428.5000000;1.428.5000000;1.400.0000000;1.415.0000000;70
DZRD;D;20110706;000000;1.368.9000000;1.448.8000000;1.368.9000000;1.400.0000000;44
DZRD;D;20110707;000000;1.420.0000000;1.525.0000000;1.420.0000000;1.450.4000000;257
DZRD;D;20110708;000000;1.416.1000000;1.480.0000000;1.402.5000000;1.450.1000000;52
DZRD;D;20110711;000000;1.496.9000000;1.496.9000000;1.368.0000000;1.399.8000000;49
DZRD;D;20110712;000000;1.399.1000000;1.450.0000000;1.386.0000000;1.390.7000000;525
DZRD;D;20110713;000000;1.390.4000000;1.403.1000000;1.380.0000000;1.400.0000000;24
DZRD;D;20110714;000000;1.390.5000000;1.418.0000000;1.355.5000000;1.385.6000000;89
DZRD;D;20110715;000000;1.391.9000000;1.429.9000000;1.366.2000000;1.394.5000000;64
DZRD;D;20110718;000000;1.395.2000000;1.449.9000000;1.395.2000000;1.430.6000000;40
DZRD;D;20110719;000000;1.400.6000000;1.459.7000000;1.360.0000000;1.410.0000000;61
DZRD;D;20110720;000000;1.410.0000000;1.410.0000000;1.340.1000000;1.379.5000000;101
DZRD;D;20110721;000000;1.399.6000000;1.399.6000000;1.327.4000000;1.390.1000000;66
DZRD;D;20110722;000000;1.404.9000000;1.404.9000000;1.360.6000000;1.399.9000000;9
DZRD;D;20110725;000000;1.343.1000000;1.399.7000000;1.343.1000000;1.378.5000000;35
DZRD;D;20110726;000000;1.351.1000000;1.351.1000000;1.325.1000000;1.331.4000000;33
DZRD;D;20110727;000000;1.325.1000000;1.349.0000000;1.311.0000000;1.337.4000000;158
DZRD;D;20110728;000000;1.305.0000000;1.366.7000000;1.305.0000000;1.334.6000000;19
DZRD;D;20110729;000000;1.392.0000000;1.392.0000000;1.305.0000000;1.328.1000000;97
DZRD;D;20110801;000000;1.377.9000000;1.377.9000000;1.359.8000000;1.359.8000000;2
DZRD;D;20110802;000000;1.379.9000000;1.379.9000000;1.325.3000000;1.325.3000000;21
DZRD;D;20110803;000000;1.377.9000000;1.400.0000000;1.308.1000000;1.320.0000000;56
DZRD;D;20110804;000000;1.340.0000000;1.349.8000000;1.250.0000000;1.325.4000000;265
DZRD;D;20110805;000000;1.233.3000000;1.279.8000000;1.131.0000000;1.199.9000000;165
DZRD;D;20110808;000000;1.102.8000000;1.217.9000000;1.101.0000000;1.217.9000000;91
DZRD;D;20110809;000000;1.055.8000000;1.095.2000000;1.002.7000000;1.069.7000000;171
DZRD;D;20110810;000000;1.065.1000000;1.087.5000000;1.032.4000000;1.032.4000000;28
DZRD;D;20110811;000000;1.050.0000000;1.051.0000000;999.0000000;1.010.0000000;65
DZRD;D;20110812;000000;1.030.0000000;1.099.9000000;999.9000000;1.080.0000000;112
DZRD;D;20110815;000000;1.098.8000000;1.099.9000000;1.040.0000000;1.056.0000000;72
DZRD;D;20110816;000000;1.020.1000000;1.137.8000000;990.0000000;1.032.0000000;176
DZRD;D;20110817;000000;1.029.8000000;1.049.9000000;1.029.2000000;1.029.2000000;11
DZRD;D;20110818;000000;1.025.2000000;1.049.9000000;1.000.0000000;1.000.1000000;83
